frame,t_sec,danger_raw,danger_smoothed,category,shot_score,shot_signal_kmh,set_piece_confidence,attacking_team,n_attackers,n_defenders,count_anomaly,ball_dist_to_goal_m,closing_speed_kmh,ball_speed_kmh,hull_area_m2,score_ball_proximity,score_space_control,score_compactness,score_numerical_advantage,score_ball_velocity
96,3.84,47.76066261374093,26.10675994956432,NONE,,-7.210192496648808,,1,1,3,False,20.907748608740093,7568.350040183793,8498.97882810275,10.979337382379072,81.05625679313381,15.555555555555555,0.365977912745969,30.0,100.0
97,3.88,34.167001422798556,29.815846406316737,NONE,,6.0930743173851365,,1,0,3,False,20.988490017819796,-7.266726817173286,12.485570132230247,10.665414332861019,80.98309996748083,0.0,0.35551381109536734,20.0,45.45829573926669
98,3.92,39.303999987625005,32.251659497256746,NONE,,34.784805668408495,,1,0,3,False,20.47671880581967,46.05940908001145,53.31294099865108,10.378253158800135,81.44679706859979,0.0,0.34594177196000453,20.0,78.78713067500715
99,3.96,55.7775711117977,34.80427991003547,NONE,,48.40453465991722,,1,1,3,False,19.281434609364638,107.57557768095279,118.94414977824879,10.075417675633389,82.5298001838852,45.87301587301587,0.3358472558544463,30.0,100.0
100,4.0,39.880241054627696,38.1932806358202,SHOT,47.33825572013378,61.876614303980574,,1,0,3,False,18.756435957188216,47.249878695877925,57.12845227916431,9.784054410496992,83.00548218278887,0.0,0.32613514701656643,20.0,79.5311741849237
101,4.04,39.96079068935701,39.36288154919336,SHOT,47.838601111711014,61.846318941749544,,1,0,3,False,18.238418270976215,46.621591759080125,57.12845227916399,9.512953300753452,83.47483898479828,0.0,0.3170984433584484,20.0,79.13849484942507
102,4.08,57.557830704526594,41.37210521310275,NONE,,46.25095334981761,,1,2,3,False,17.72799351951969,45.93822763108733,57.12845227916431,9.223501612593054,83.93731610746556,58.0952380952381,0.3074500537531018,40.0,78.71139226942958
103,4.12,40.098670577268514,39.96737902009357,NONE,,45.53423565245777,,1,0,3,False,17.225836682706078,45.19411531322504,57.12845227916431,8.806334752591283,84.39230197630238,0.0,0.29354449175304276,20.0,78.24632207076564
104,4.16,40.15442315612535,39.73371745464444,NONE,,44.753350443774536,,1,0,3,False,16.732692150412316,44.38300790643858,57.12845227916399,8.35590536067184,84.8391221269779,0.0,0.2785301786890613,20.0,77.7393799415241
105,4.2,48.8834538290054,39.068442830709046,NONE,,40.28092341818768,,1,1,3,False,16.249380473475124,43.49805092434721,57.12845227916431,7.97238915088019,85.27703308851254,28.730158730158728,0.26574630502933966,30.0,77.18628182771701
106,4.24,22.099828986653527,37.02837711473492,NONE,,32.132141623164586,,1,1,2,False,56.89420096807656,-3658.0338445141288,4236.475141176654,12.95056561473757,48.4502538619328,0.0,0.4316855204912523,50.0,0.0
107,4.28,30.82078842370674,36.30922993422223,NONE,,23.67964401242584,,1,1,2,False,56.754212211041754,12.598988133132636,111.10229517760882,13.3011052175425,48.57709253379282,0.0,0.4433701739180833,50.0,57.8743675832079
108,4.32,30.90394829763068,35.579918748714014,NONE,,16.554669830695524,,1,2,4,False,56.63673423922527,10.57301746348358,117.23237706217053,61.53348149522208,48.68353500984329,0.0,2.051116049840736,50.0,56.608135914677234
109,4.36,31.363062637409058,33.892845148731666,NONE,,13.093667496127654,,1,2,4,False,56.47008808147609,14.998154197425961,65.16824071265498,61.325517867961025,48.83452697353524,0.0,2.0441839289320343,50.0,59.373846373391224
110,4.4,31.320704500400243,33.59132442657633,NONE,,13.294964308037223,,1,2,4,False,56.31226019047089,14.20451019046844,65.16824071265498,59.15459223463404,48.977529029568856,0.0,1.971819741154468,50.0,58.87781886904278
111,4.44,31.29678252010829,33.471607878345644,NONE,,13.801074346381057,,1,3,4,False,56.16332490846232,13.404175380770909,65.16824071265438,61.27978648265707,49.11247381915912,0.0,2.0426595494219026,50.0,58.377609612981814
112,4.48,31.25047488847537,32.66065727339832,NONE,,12.997705557728096,,1,3,4,False,56.02335315716389,12.597457616858918,65.16824071265498,59.53482241421443,49.239297082745914,0.0,1.9844940804738143,50.0,57.87341101053683
113,4.52,31.209056463258417,34.03519555173475,NONE,,2.3192521238217445,,1,3,4,False,55.8924122789104,11.784679042814119,65.16824071265498,59.37229236415442,49.35793780391274,0.0,1.9790764121384807,50.0,57.36542440175882
114,4.56,37.31294750473839,34.66617400117779,NONE,,-8.347221775280946,,2,4,3,False,50.39148301355604,-28.509303545156968,65.16824071265498,22.32556028971885,54.34212779739897,34.285714285714285,0.7441853429906283,50.0,32.181685284276895
115,4.6,36.48042191140453,35.15276406428139,NONE,,-18.9965263762401,,2,4,3,False,50.71661323817426,-29.261720215639855,65.16824071265438,22.524202509855968,54.047539240820306,31.587301587301585,0.7508067503285323,50.0,31.71142486522509
116,4.64,38.71782457735706,35.60729896651372,NONE,,-29.62355621261395,,2,2,3,False,51.049943913585125,-29.999760786977703,65.16824071265498,1.9641174464595679,53.745520556928405,41.58730158730159,0.06547058154865226,50.0,31.250149508138936
117,4.68,39.15204656963758,36.07483728646424,NONE,,-30.354429291712872,,2,2,3,False,51.391315472503805,-30.72344030268127,65.16824071265498,1.8881417632837838,53.43621632378013,43.96825396825397,0.06293805877612613,50.0,30.797849810824207
118,4.72,38.594288326690666,36.53063336010981,NONE,,-31.070970546979932,,2,2,3,False,51.74056875985439,-31.432795861552663,65.16824071265498,1.9887239379240782,53.11977074594505,42.38095238095238,0.06629079793080261,50.0,30.354502586529584
119,4.76,38.392529817023146,37.042539052103244,NONE,,-31.773226724385744,,2,2,3,False,52.09754526248448,-32.127885236708096,65.16824071265498,2.0130536996330193,52.796327446369375,42.22222222222222,0.06710178998776731,50.0,29.92007172705744
120,4.8,36.74302905487396,37.58710861051957,NONE,,-32.46126455796972,,2,3,5,False,52.462087323557824,-32.80878549660095,65.16824071265498,6.284973184887349,52.46602927212272,36.19047619047619,0.20949910616291165,50.0,29.49450906462441
